Código Interno Transferência;Mês / Ano;Tipo Transferência;Tipo Favorecido;Uf;Código Município Siafi;Nome Município;Código Orgão Siafi;Nome Orgão;Código Unidade Gestora;Nome Unidade Gestora;Código Função;Nome Função;Código SubFunção;Nome SubFunção;Código Programa;Nome Programa;Ação Orçamentária;Nome Ação;Linguagem Cidadã;Código Grupo Despesa;Nome Grupo Despesa;Código Modalidade Aplicação Despesa;Nome Modalidade Aplicação Despesa;Código Elemento Despesa;Nome Elemento Despesa;Código Plano Orçamentário;Nome Plano Orçamentário;Código SubTítulo;Nome SubTítulo;Código Localizador;Nome Localizador;Sigla Localizador;Descrição Complementar Localizador;Código Favorecido;Nome Favorecido;Valor Transferência
214058;202202;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;92635666
214059;202202;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;309306100
214060;202202;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;9964
214061;202202;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;5700033
215473;202202;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;3803060
2785607;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0E36;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;118725937
2785608;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;099B;TRANSFERENCIA A ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;Transferências - LC n.º 87/96 e 115/2003;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;409757
2785609;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;67519775
2785610;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;221579357
2785611;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0999;TRANSFERENCIA DE REPARTICAO DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE COMBUSTIVEIS;CIDE - Combustíveis;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;710744
2785612;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;40152
2785613;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;6066009
2789917;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;2830500
2789918;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;735900
2789919;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1437372
2789920;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;11160000
2789921;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Despesas de Exercícios Anteriores;;;;;;;;;;;2580000
2789922;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Despesas de Exercícios Anteriores;;;;;;;;;;;16057456
2789923;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;231912
2789924;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1449450
2789925;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;775000
2789926;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;827062
228958;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;2830500
228959;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;735900
228960;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1437372
228961;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;11160000
228962;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Despesas de Exercícios Anteriores;;;;;;;;;;;2580000
228963;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Despesas de Exercícios Anteriores;;;;;;;;;;;16057456
228964;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;231912
228965;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1449450
228966;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;775000
228967;202201;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;827062
224023;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0E36;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;118725937
224024;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;099B;TRANSFERENCIA A ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;Transferências - LC n.º 87/96 e 115/2003;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;409757
224025;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;67519775
224026;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;221579357
224027;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0999;TRANSFERENCIA DE REPARTICAO DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE COMBUSTIVEIS;CIDE - Combustíveis;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;710744
224028;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;40152
224029;202201;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;6066009
2772522;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0E36;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;59213557
2772523;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;099B;TRANSFERENCIA A ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;Transferências - LC n.º 87/96 e 115/2003;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;293479
2772524;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;74600160
2772525;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;342872810
2772526;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;11814
2772527;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;6213634
2774132;202112;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;10V0;APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA;Sem informação;;Investimentos;;Transferências a Municípios;;Contribuições;;;;;;;;;;;21638095
2774133;202112;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;3977200
2774134;202112;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;0969;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;PNATE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;23829314
2775659;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;1000000
2775660;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;750750
2775661;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;488250
2775662;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;614250
2775663;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;262500
2775664;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;388500
2780733;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8446;SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA;Indice de Gestão Descentralizada - IGD;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1572419
2780734;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1722950
2780735;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219F;ACOES DE PROTECAO SOCIAL ESPECIAL;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;322252
2780736;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;2830500
2780737;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;21CE;IMPLEMENTACAO DE POLITICAS DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;171879
2780738;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;735900
2780739;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;2580000
2780740;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;11160000
2780741;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;11160000
2780742;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;17494827
2780743;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AH;ORGANIZACAO DOS SERVICOS DE ASSISTENCIA FARMACEUTICA NO SUS;Estruturação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;600000
2780744;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;231912
2780745;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1449450
2780746;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1550000
2780747;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AB;INCENTIVO FINANCEIRO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;Vigilância Sanitária;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;150375
244273;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;1000000
244274;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;750750
244275;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;488250
244276;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;614250
244277;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;262500
244278;202112;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;388500
242476;202112;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;3977200
242477;202112;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;0969;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;PNATE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;23829314
242478;202112;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;10V0;APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA;Sem informação;;Investimentos;;Transferências a Municípios;;Contribuições;;;;;;;;;;;21638095
240597;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0E36;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;59213557
240598;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCA;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;74600160
240599;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;342872810
240600;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;099B;TRANSFERENCIA A ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;Transferências - LC n.º 87/96 e 115/2003;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;293479
240601;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;11814
240602;202112;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;6213634
250145;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8446;SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA;Indice de Gestão Descentralizada - IGD;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1572419
250146;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1722950
250147;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219F;ACOES DE PROTECAO SOCIAL ESPECIAL;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;322252
250148;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;2830500
250149;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;21CE;IMPLEMENTACAO DE POLITICAS DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;171879
250150;202112;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;735900
